step,V,P,T,S,Q,W,phase
127,1.6349999999999865,305.81039755351935,500,0.49164280434920826,246.30752817848898,246.30752817848898,isothermal_hot
128,1.6399999999999864,304.87804878049036,500,0.49469624183609895,247.83658016625657,247.83658016625657,isothermal_hot
129,1.6449999999999863,303.95136778115756,500,0.4977403842173267,249.360970410159,249.360970410159,isothermal_hot
130,1.6499999999999861,303.03030303030556,500,0.5007752879124805,250.8807272490648,250.8807272490648,isothermal_hot
131,1.654999999999986,302.1148036253802,500,0.5038010088290186,252.39587876421632,252.39587876421632,isothermal_hot
132,1.659999999999986,301.20481927711097,500,0.506817602368443,253.90645278234322,253.90645278234322,isothermal_hot
133,1.6649999999999858,300.30030030030287,500,0.5098251234323978,255.41247687872877,255.41247687872877,isothermal_hot
134,1.6699999999999857,299.40119760479297,500,0.5128236264286556,256.9139783802303,256.9139783802303,isothermal_hot
135,1.6749999999999856,298.50746268656974,500,0.5158131652770219,258.4109843682542,258.4109843682542,isothermal_hot
136,1.6799999999999855,297.6190476190502,500,0.5187937934151599,259.9035216816871,259.9035216816871,isothermal_hot
137,1.6849999999999854,296.73590504451295,500,0.5217655638043155,261.39161691978234,261.39161691978234,isothermal_hot
138,1.6899999999999853,295.857988165683,500,0.5247285289349737,262.8752964450049,262.8752964450049,isothermal_hot
139,1.6949999999999852,294.9852507374657,500,0.5276827408324056,264.35458638583333,264.35458638583333,isothermal_hot
140,1.699999999999985,294.1176470588261,500,0.5306282510621614,265.82951263952066,265.82951263952066,isothermal_hot
141,1.704999999999985,293.255131964812,500,0.5335651107354717,267.3001008748148,267.3001008748148,isothermal_hot
142,1.7099999999999849,292.397660818716,500,0.5364933705145596,268.7663765346389,268.7663765346389,isothermal_hot
143,1.7149999999999848,291.54518950437574,500,0.5394130806178943,270.22836483873243,270.22836483873243,isothermal_hot
144,1.7199999999999847,290.6976744186072,500,0.542324290825352,271.6860907862543,271.6860907862543,isothermal_hot
145,1.7249999999999845,289.85507246377074,500,0.5452270504833141,273.1395791583473,273.1395791583473,isothermal_hot
146,1.7299999999999844,289.01734104046506,500,0.5481214085096795,274.5888545206662,274.5888545206662,isothermal_hot
147,1.7349999999999843,288.1844380403484,500,0.5510074133988141,276.0339412258685,276.0339412258685,isothermal_hot
148,1.7399999999999842,287.3563218390831,500,0.5538851132264284,277.4748634160702,277.4748634160702,isothermal_hot
149,1.7449999999999841,286.5329512894009,500,0.5567545556543809,278.9116450252656,278.9116450252656,isothermal_hot
150,1.749999999999984,285.71428571428834,500,0.5596157879354138,280.34430978171264,280.34430978171264,isothermal_hot
151,1.754999999999984,284.9002849002875,500,0.5624688569178193,281.7728812102841,281.7728812102841,isothermal_hot
152,1.7599999999999838,284.0909090909117,500,0.5653138090500516,283.1973826347855,283.1973826347855,isothermal_hot
153,1.7649999999999837,283.2861189801726,500,0.5681506903852505,284.6178371802401,284.6178371802401,isothermal_hot
154,1.7699999999999836,282.4858757062173,500,0.570979546585729,286.03426777514096,286.03426777514096,isothermal_hot
155,1.7749999999999835,281.690140845073,500,0.5738004229273699,287.44669715367206,287.44669715367206,isothermal_hot
156,1.7799999999999834,280.898876404497,500,0.5766133643039844,288.8551478578974,288.8551478578974,isothermal_hot
157,1.7849999999999833,280.1120448179298,500,0.5794184152315935,290.2596422399199,290.2596422399199,isothermal_hot
158,1.7899999999999832,279.3296089385501,500,0.5822156198526542,291.66020246400956,291.66020246400956,isothermal_hot
159,1.794999999999983,278.5515320334288,500,0.5850050219402334,293.0568505087023,293.0568505087023,isothermal_hot
160,1.799999999999983,277.7777777777804,500,0.5877866649021097,294.4496081688695,294.4496081688695,isothermal_hot
161,1.8049999999999828,277.0083102493101,500,0.5905605917848344,295.8384970577584,295.8384970577584,isothermal_hot
162,1.8099999999999827,276.24309392265457,500,0.5933268452777245,297.22353860900495,297.22353860900495,isothermal_hot
163,1.8149999999999826,275.4820936639145,500,0.5960854677168044,298.6047540786182,298.6047540786182,isothermal_hot
164,1.8199999999999825,274.72527472527736,500,0.5988365010886945,299.9821645469378,299.9821645469378,isothermal_hot
165,1.8249999999999824,273.97260273972864,500,0.6015799870344445,301.3557909205642,301.3557909205642,isothermal_hot
166,1.8299999999999823,273.22404371584963,500,0.6043159668533207,302.7256539342628,302.7256539342628,isothermal_hot
167,1.8349999999999822,272.4795640327002,500,0.6070444815065237,304.09177415284205,304.09177415284205,isothermal_hot
168,1.839999999999982,271.73913043478524,500,0.6097655716208852,305.45417197300554,305.45417197300554,isothermal_hot
169,1.844999999999982,271.0027100271029,500,0.612479277492481,306.8128676251795,306.8128676251795,isothermal_hot
170,1.8499999999999819,270.27027027027293,500,0.6151856390902228,308.167881175315,308.167881175315,isothermal_hot
171,1.8549999999999818,269.5417789757439,500,0.617884696059388,309.51923252666637,309.51923252666637,isothermal_hot
172,1.8599999999999817,268.81720430107794,500,0.6205764877250992,310.8669414215451,310.8669414215451,isothermal_hot
173,1.8649999999999816,268.09651474531097,500,0.623261053095769,312.2110274430505,312.2110274430505,isothermal_hot
174,1.8699999999999815,267.3796791443877,500,0.6259384308664853,313.55151001677706,313.55151001677706,isothermal_hot
175,1.8749999999999813,266.6666666666693,500,0.6286086594223637,314.888408412499,314.888408412499,isothermal_hot
176,1.8799999999999812,265.9574468085133,500,0.6312717768418477,316.2217417458324,316.2217417458324,isothermal_hot
177,1.8849999999999811,265.2519893899231,500,0.6339278208999648,317.55152897987494,317.55152897987494,isothermal_hot
178,1.889999999999981,264.55026455026723,500,0.6365768290715401,318.87778892682456,318.87778892682456,isothermal_hot
179,1.894999999999981,263.85224274406596,500,0.6392188385343793,320.2005402495759,320.2005402495759,isothermal_hot
180,1.8999999999999808,263.15789473684475,500,0.6418538861723846,321.51980146329623,321.51980146329623,isothermal_hot
181,1.9049999999999807,262.46719160105255,500,0.6444820085786542,322.83559093698045,322.83559093698045,isothermal_hot
182,1.9099999999999806,261.78010471204453,500,0.6471032420585274,324.1479268949857,324.1479268949857,isothermal_hot
183,1.9149999999999805,261.096605744128,500,0.6497176226325987,325.4568274185459,325.4568274185459,isothermal_hot
184,1.9199999999999804,260.4166666666693,500,0.652325186039679,326.76231044726654,326.76231044726654,isothermal_hot
185,1.9249999999999803,259.7402597402624,500,0.6549259677397377,328.0643937805999,328.0643937805999,isothermal_hot
186,1.9299999999999802,259.06735751295605,500,0.6575200029167831,329.3630950793012,329.3630950793012,isothermal_hot
187,1.93499999999998,258.3979328165401,500,0.6601073264817341,330.658431866866,330.658431866866,isothermal_hot
188,1.93999999999998,257.73195876288924,500,0.6626879730752258,331.9504215309487,331.9504215309487,isothermal_hot
189,1.9449999999999799,257.0694087403626,500,0.6652619770703989,333.2390813247631,333.2390813247631,isothermal_hot
190,1.9499999999999797,256.4102564102591,500,0.6678293725756443,334.5244283684649,334.5244283684649,isothermal_hot
191,1.9549999999999796,255.75447570332747,500,0.6703901934373189,335.80647965051617,335.80647965051617,isothermal_hot
192,1.9599999999999795,255.1020408163292,500,0.6729444732424152,337.0852520290328,337.0852520290328,isothermal_hot
193,1.9649999999999794,254.45292620865408,500,0.6754922453212142,338.36076223311443,338.36076223311443,isothermal_hot
194,1.9699999999999793,253.80710659898745,500,0.6780335427498869,339.63302686415767,339.63302686415767,isothermal_hot
195,1.9749999999999792,253.16455696202797,500,0.6805683983530741,340.90206239715263,340.90206239715263,isothermal_hot
196,1.979999999999979,252.52525252525518,500,0.6830968447064336,342.1678851819628,342.1678851819628,isothermal_hot
197,1.984999999999979,251.88916876574575,500,0.6856189141391429,343.43051144458906,343.43051144458906,isothermal_hot
198,1.989999999999979,251.25628140703785,500,0.6881346387363898,344.68995728841776,344.68995728841776,isothermal_hot
199,1.9949999999999788,250.62656641604278,500,0.6906440503418168,345.94623869545296,345.94623869545296,isothermal_hot
200,1.9999999999999787,250.00000000000267,500,0.6931471805599347,347.1993715275332,347.1993715275332,isothermal_hot
201,2.0011516574145385,249.7602554527998,499.8081491556489,0.6931471805599347,347.1993715275332,347.48700977758773,adiabatic_expand
202,2.0023033148290983,249.52087854971927,499.6164822391717,0.6931471805599347,347.1993715275332,347.77437234745696,adiabatic_expand
203,2.003454972243658,249.28186851601464,499.4249989685993,0.6931471805599347,347.1993715275332,348.06145965964873,adiabatic_expand
204,2.004606629658218,249.04322457901628,499.23369906255647,0.6931471805599347,347.1993715275332,348.34827213578103,adiabatic_expand
205,2.0057582870727777,248.80494596812454,499.0425822402605,0.6931471805599347,347.1993715275332,348.63481019658434,adiabatic_expand
206,2.0069099444873375,248.56703191480307,498.85164822151967,0.6931471805599347,347.1993715275332,348.9210742619041,adiabatic_expand
207,2.0080616019018973,248.32948165257187,498.66089672673127,0.6931471805599347,347.1993715275332,349.20706475070307,adiabatic_expand
208,2.009213259316457,248.09229441700097,498.4703274768806,0.693147180559933,347.1993715275332,349.4927820810635,adiabatic_expand
209,2.010364916731017,247.8554694457034,498.2799401935386,0.6931471805599347,347.1993715275332,349.77822667018984,adiabatic_expand
210,2.0115165741455767,247.61900597832891,498.08973459886124,0.6931471805599347,347.1993715275332,350.06339893441066,adiabatic_expand
211,2.0126682315601365,247.38290325655723,497.8997104155874,0.6931471805599347,347.1993715275332,350.3482992891814,adiabatic_expand
212,2.0138198889746963,247.14716052409136,497.70986736703713,0.6931471805599347,347.1993715275332,350.63292814908635,adiabatic_expand
213,2.014971546389256,246.9117770266512,497.5202051771106,0.6931471805599347,347.1993715275332,350.9172859278412,adiabatic_expand
214,2.016123203803816,246.67675201196698,497.3307235702863,0.6931471805599347,347.1993715275332,351.2013730382953,adiabatic_expand
215,2.0172748612183757,246.44208472977277,497.14142227161955,0.6931471805599347,347.1993715275332,351.4851898924339,adiabatic_expand
216,2.0184265186329355,246.20777443179978,496.9523010067407,0.6931471805599347,347.1993715275332,351.7687369013805,adiabatic_expand
217,2.0195781760474953,245.97382037177036,496.7633595018542,0.693147180559933,347.1993715275332,352.05201447539923,adiabatic_expand
218,2.020729833462055,245.74022180539112,496.57459748373645,0.6931471805599347,347.1993715275332,352.33502302389695,adiabatic_expand
219,2.021881490876615,245.50697799034677,496.3860146797346,0.6931471805599347,347.1993715275332,352.6177629554257,adiabatic_expand
220,2.0230331482911748,245.27408818629368,496.19761081776494,0.6931471805599347,347.1993715275332,352.9002346776848,adiabatic_expand
221,2.0241848057057346,245.04155165485358,496.0093856263115,0.6931471805599347,347.1993715275332,353.18243859752334,adiabatic_expand
222,2.0253364631202944,244.80936765960712,495.82133883442447,0.693147180559933,347.1993715275332,353.4643751209422,adiabatic_expand
223,2.026488120534854,244.57753546608762,495.63347017171856,0.6931471805599347,347.1993715275332,353.7460446530964,adiabatic_expand
224,2.027639777949414,244.34605434177482,495.44577936837175,0.6931471805599347,347.1993715275332,354.02744759829756,adiabatic_expand
225,2.0287914353639738,244.11492355608863,495.25826615512375,0.6931471805599347,347.1993715275332,354.3085843600156,adiabatic_expand
226,2.0299430927785336,243.88414238038263,495.07093026327414,0.6931471805599347,347.1993715275332,354.58945534088144,adiabatic_expand
227,2.0310947501930934,243.6537100879384,494.88377142468164,0.6931471805599347,347.1993715275332,354.8700609426892,adiabatic_expand
228,2.032246407607653,243.42362595395872,494.6967893717617,0.6931471805599347,347.1993715275332,355.15040156639805,adiabatic_expand
229,2.033398065022213,243.19388925556194,494.509983837486,0.6931471805599347,347.1993715275332,355.43047761213484,adiabatic_expand
230,2.034549722436773,242.96449927177542,494.32335455538015,0.6931471805599347,347.1993715275332,355.710289479196,adiabatic_expand
231,2.0357013798513326,242.7354552835296,494.13690125952263,0.6931471805599347,347.1993715275332,355.9898375660498,adiabatic_expand
232,2.0368530372658924,242.50675657365196,493.9506236845434,0.6931471805599347,347.1993715275332,356.26912227033864,adiabatic_expand
233,2.038004694680452,242.27840242686082,493.7645215656222,0.693147180559933,347.1993715275332,356.54814398888124,adiabatic_expand
234,2.039156352095012,242.05039212975936,493.5785946384873,0.6931471805599347,347.1993715275332,356.82690311767453,adiabatic_expand
235,2.040308009509572,241.8227249708295,493.3928426394138,0.6931471805599347,347.1993715275332,357.1054000518962,adiabatic_expand
236,2.0414596669241316,241.5954002404262,493.20726530522273,0.693147180559933,347.1993715275332,357.3836351859066,adiabatic_expand
237,2.0426113243386914,241.36841723077092,493.0218623732788,0.6931471805599347,347.1993715275332,357.661608913251,adiabatic_expand
238,2.043762981753251,241.1417752359462,492.8366335814897,0.6931471805599347,347.1993715275332,357.9393216266615,adiabatic_expand
239,2.044914639167811,240.91547355188948,492.6515786683044,0.6931471805599347,347.1993715275332,358.2167737180597,adiabatic_expand
240,2.046066296582371,240.68951147638717,492.4666973727115,0.6931471805599347,347.1993715275332,358.49396557855823,adiabatic_expand
241,2.0472179539969306,240.46388830906878,492.28198943423826,0.6931471805599347,347.1993715275332,358.77089759846325,adiabatic_expand
242,2.0483696114114904,240.23860335140122,492.0974545929489,0.693147180559933,347.1993715275332,359.0475701672764,adiabatic_expand
243,2.0495212688260502,240.01365590668263,491.9130925894432,0.693147180559933,347.1993715275332,359.3239836736969,adiabatic_expand
244,2.05067292624061,239.78904528003673,491.72890316485507,0.6931471805599347,347.1993715275332,359.6001385056238,adiabatic_expand
245,2.05182458365517,239.5647707784072,491.5448860608515,0.6931471805599347,347.1993715275332,359.87603505015807,adiabatic_expand
246,2.0529762410697296,239.34083171055138,491.36104101963053,0.6931471805599347,347.1993715275332,360.1516736936044,adiabatic_expand
247,2.0541278984842894,239.1172273870352,491.1773677839206,0.6931471805599365,347.1993715275332,360.42705482147363,adiabatic_expand
248,2.0552795558988493,238.89395712022682,490.9938660969785,0.693147180559933,347.1993715275332,360.70217881848464,adiabatic_expand
249,2.056431213313409,238.6710202242912,490.81053570258837,0.6931471805599347,347.1993715275332,360.9770460685665,adiabatic_expand
250,2.057582870727969,238.44841601518445,490.6273763450602,0.6931471805599347,347.1993715275332,361.2516569548604,adiabatic_expand
251,2.0587345281425287,238.22614381064798,490.44438776922857,0.6931471805599347,347.1993715275332,361.52601185972185,adiabatic_expand
252,2.0598861855570885,238.00420293020304,490.2615697204511,0.6931471805599347,347.1993715275332,361.8001111647228,adiabatic_expand
253,2.0610378429716483,237.78259269514479,490.0789219446072,0.693147180559933,347.1993715275332,362.0739552506534,adiabatic_expand
