step,V,P,T,S,Q,W,phase
127,1.6349999999999865,305.81039755351935,500,0.49164280434920826,246.30752817848898,246.30752817848898,isothermal_hot
128,1.6399999999999864,304.87804878049036,500,0.49469624183609895,247.83658016625657,247.83658016625657,isothermal_hot
129,1.6449999999999863,303.95136778115756,500,0.4977403842173267,249.360970410159,249.360970410159,isothermal_hot
130,1.6499999999999861,303.03030303030556,500,0.5007752879124805,250.8807272490648,250.8807272490648,isothermal_hot
131,1.654999999999986,302.1148036253802,500,0.5038010088290186,252.39587876421632,252.39587876421632,isothermal_hot
132,1.659999999999986,301.20481927711097,500,0.506817602368443,253.90645278234322,253.90645278234322,isothermal_hot
133,1.6649999999999858,300.30030030030287,500,0.5098251234323978,255.41247687872877,255.41247687872877,isothermal_hot
134,1.6699999999999857,299.40119760479297,500,0.5128236264286556,256.9139783802303,256.9139783802303,isothermal_hot
135,1.6749999999999856,298.50746268656974,500,0.5158131652770219,258.4109843682542,258.4109843682542,isothermal_hot
136,1.6799999999999855,297.6190476190502,500,0.5187937934151599,259.9035216816871,259.9035216816871,isothermal_hot
137,1.6849999999999854,296.73590504451295,500,0.5217655638043155,261.39161691978234,261.39161691978234,isothermal_hot
138,1.6899999999999853,295.857988165683,500,0.5247285289349737,262.8752964450049,262.8752964450049,isothermal_hot
139,1.6949999999999852,294.9852507374657,500,0.5276827408324056,264.35458638583333,264.35458638583333,isothermal_hot
140,1.699999999999985,294.1176470588261,500,0.5306282510621614,265.82951263952066,265.82951263952066,isothermal_hot
141,1.704999999999985,293.255131964812,500,0.5335651107354717,267.3001008748148,267.3001008748148,isothermal_hot
142,1.7099999999999849,292.397660818716,500,0.5364933705145596,268.7663765346389,268.7663765346389,isothermal_hot
143,1.7149999999999848,291.54518950437574,500,0.5394130806178943,270.22836483873243,270.22836483873243,isothermal_hot
144,1.7199999999999847,290.6976744186072,500,0.542324290825352,271.6860907862543,271.6860907862543,isothermal_hot
145,1.7249999999999845,289.85507246377074,500,0.5452270504833141,273.1395791583473,273.1395791583473,isothermal_hot
146,1.7299999999999844,289.01734104046506,500,0.5481214085096795,274.5888545206662,274.5888545206662,isothermal_hot
147,1.7349999999999843,288.1844380403484,500,0.5510074133988141,276.0339412258685,276.0339412258685,isothermal_hot
148,1.7399999999999842,287.3563218390831,500,0.5538851132264284,277.4748634160702,277.4748634160702,isothermal_hot
149,1.7449999999999841,286.5329512894009,500,0.5567545556543809,278.9116450252656,278.9116450252656,isothermal_hot
150,1.749999999999984,285.71428571428834,500,0.5596157879354138,280.34430978171264,280.34430978171264,isothermal_hot
151,1.754999999999984,284.9002849002875,500,0.5624688569178193,281.7728812102841,281.7728812102841,isothermal_hot
152,1.7599999999999838,284.0909090909117,500,0.5653138090500516,283.1973826347855,283.1973826347855,isothermal_hot
153,1.7649999999999837,283.2861189801726,500,0.5681506903852505,284.6178371802401,284.6178371802401,isothermal_hot
154,1.7699999999999836,282.4858757062173,500,0.570979546585729,286.03426777514096,286.03426777514096,isothermal_hot
155,1.7749999999999835,281.690140845073,500,0.5738004229273699,287.44669715367206,287.44669715367206,isothermal_hot
156,1.7799999999999834,280.898876404497,500,0.5766133643039844,288.8551478578974,288.8551478578974,isothermal_hot
157,1.7849999999999833,280.1120448179298,500,0.5794184152315935,290.2596422399199,290.2596422399199,isothermal_hot
158,1.7899999999999832,279.3296089385501,500,0.5822156198526542,291.66020246400956,291.66020246400956,isothermal_hot
159,1.794999999999983,278.5515320334288,500,0.5850050219402334,293.0568505087023,293.0568505087023,isothermal_hot
160,1.799999999999983,277.7777777777804,500,0.5877866649021097,294.4496081688695,294.4496081688695,isothermal_hot
161,1.8049999999999828,277.0083102493101,500,0.5905605917848344,295.8384970577584,295.8384970577584,isothermal_hot
162,1.8099999999999827,276.24309392265457,500,0.5933268452777245,297.22353860900495,297.22353860900495,isothermal_hot
163,1.8149999999999826,275.4820936639145,500,0.5960854677168044,298.6047540786182,298.6047540786182,isothermal_hot
164,1.8199999999999825,274.72527472527736,500,0.5988365010886945,299.9821645469378,299.9821645469378,isothermal_hot
165,1.8249999999999824,273.97260273972864,500,0.6015799870344445,301.3557909205642,301.3557909205642,isothermal_hot
166,1.8299999999999823,273.22404371584963,500,0.6043159668533207,302.7256539342628,302.7256539342628,isothermal_hot
167,1.8349999999999822,272.4795640327002,500,0.6070444815065237,304.09177415284205,304.09177415284205,isothermal_hot
168,1.839999999999982,271.73913043478524,500,0.6097655716208852,305.45417197300554,305.45417197300554,isothermal_hot
169,1.844999999999982,271.0027100271029,500,0.612479277492481,306.8128676251795,306.8128676251795,isothermal_hot
170,1.8499999999999819,270.27027027027293,500,0.6151856390902228,308.167881175315,308.167881175315,isothermal_hot
171,1.8549999999999818,269.5417789757439,500,0.617884696059388,309.51923252666637,309.51923252666637,isothermal_hot
172,1.8599999999999817,268.81720430107794,500,0.6205764877250992,310.8669414215451,310.8669414215451,isothermal_hot
173,1.8649999999999816,268.09651474531097,500,0.623261053095769,312.2110274430505,312.2110274430505,isothermal_hot
174,1.8699999999999815,267.3796791443877,500,0.6259384308664853,313.55151001677706,313.55151001677706,isothermal_hot
175,1.8749999999999813,266.6666666666693,500,0.6286086594223637,314.888408412499,314.888408412499,isothermal_hot
176,1.8799999999999812,265.9574468085133,500,0.6312717768418477,316.2217417458324,316.2217417458324,isothermal_hot
177,1.8849999999999811,265.2519893899231,500,0.6339278208999648,317.55152897987494,317.55152897987494,isothermal_hot
178,1.889999999999981,264.55026455026723,500,0.6365768290715401,318.87778892682456,318.87778892682456,isothermal_hot
179,1.894999999999981,263.85224274406596,500,0.6392188385343793,320.2005402495759,320.2005402495759,isothermal_hot
180,1.8999999999999808,263.15789473684475,500,0.6418538861723846,321.51980146329623,321.51980146329623,isothermal_hot
181,1.9049999999999807,262.46719160105255,500,0.6444820085786542,322.83559093698045,322.83559093698045,isothermal_hot
182,1.9099999999999806,261.78010471204453,500,0.6471032420585274,324.1479268949857,324.1479268949857,isothermal_hot
183,1.9149999999999805,261.096605744128,500,0.6497176226325987,325.4568274185459,325.4568274185459,isothermal_hot
184,1.9199999999999804,260.4166666666693,500,0.652325186039679,326.76231044726654,326.76231044726654,isothermal_hot
185,1.9249999999999803,259.7402597402624,500,0.6549259677397377,328.0643937805999,328.0643937805999,isothermal_hot
186,1.9299999999999802,259.06735751295605,500,0.6575200029167831,329.3630950793012,329.3630950793012,isothermal_hot
187,1.93499999999998,258.3979328165401,500,0.6601073264817341,330.658431866866,330.658431866866,isothermal_hot
188,1.93999999999998,257.73195876288924,500,0.6626879730752258,331.9504215309487,331.9504215309487,isothermal_hot
189,1.9449999999999799,257.0694087403626,500,0.6652619770703989,333.2390813247631,333.2390813247631,isothermal_hot
190,1.9499999999999797,256.4102564102591,500,0.6678293725756443,334.5244283684649,334.5244283684649,isothermal_hot
191,1.9549999999999796,255.75447570332747,500,0.6703901934373189,335.80647965051617,335.80647965051617,isothermal_hot
192,1.9599999999999795,255.1020408163292,500,0.6729444732424152,337.0852520290328,337.0852520290328,isothermal_hot
193,1.9649999999999794,254.45292620865408,500,0.6754922453212142,338.36076223311443,338.36076223311443,isothermal_hot
194,1.9699999999999793,253.80710659898745,500,0.6780335427498869,339.63302686415767,339.63302686415767,isothermal_hot
195,1.9749999999999792,253.16455696202797,500,0.6805683983530741,340.90206239715263,340.90206239715263,isothermal_hot
196,1.979999999999979,252.52525252525518,500,0.6830968447064336,342.1678851819628,342.1678851819628,isothermal_hot
197,1.984999999999979,251.88916876574575,500,0.6856189141391429,343.43051144458906,343.43051144458906,isothermal_hot
198,1.989999999999979,251.25628140703785,500,0.6881346387363898,344.68995728841776,344.68995728841776,isothermal_hot
199,1.9949999999999788,250.62656641604278,500,0.6906440503418168,345.94623869545296,345.94623869545296,isothermal_hot
200,1.9999999999999787,250.00000000000267,500,0.6931471805599347,347.1993715275332,347.1993715275332,isothermal_hot
201,2.0115165741455754,247.6190059783292,498.0897345988615,0.6931471805599347,347.1993715275332,350.0510941697416,adiabatic_expand
202,2.023033148291172,245.27408818629422,496.1976108177654,0.6931471805599347,347.1993715275332,352.8758113923327,adiabatic_expand
203,2.034549722436769,242.9644992717762,494.3233545553808,0.693147180559933,347.1993715275332,355.67393006294395,adiabatic_expand
204,2.0460662965823655,240.68951147638822,492.4666973727124,0.6931471805599347,347.1993715275332,358.4458486679293,adiabatic_expand
205,2.057582870727962,238.44841601518576,490.6273763450613,0.6931471805599347,347.1993715275332,361.1919575308683,adiabatic_expand
206,2.069099444873559,236.24052247934864,488.8051339186598,0.693147180559933,347.1993715275332,363.91263902419627,adiabatic_expand
207,2.0806160190191556,234.0651582608639,486.9997177718073,0.6931471805599347,347.1993715275332,366.60826777420834,adiabatic_expand
208,2.0921325931647523,231.92166799828232,485.2108806803411,0.693147180559933,347.1993715275332,369.2792108596811,adiabatic_expand
209,2.103649167310349,229.8094130426666,483.43838038728563,0.6931471805599347,347.1993715275332,371.92582800434303,adiabatic_expand
210,2.1151657414559457,227.72777094288912,481.68197947652584,0.693147180559933,347.1993715275332,374.5484717634183,adiabatic_expand
211,2.1266823156015424,225.6761349494779,479.9414452503618,0.693147180559933,347.1993715275332,377.1474877044557,adiabatic_expand
212,2.138198889747139,223.65391353624574,478.21654961080327,0.6931471805599347,347.1993715275332,379.72321458264884,adiabatic_expand
213,2.149715463892736,221.66052993897392,476.507068944471,0.6931471805599347,347.1993715275332,382.27598451084333,adiabatic_expand
214,2.1612320380383325,219.69542171045487,474.8127840109773,0.6931471805599347,347.1993715275332,384.80612312441997,adiabatic_expand
215,2.1727486121839292,217.7580402912297,473.13347983466144,0.6931471805599347,347.1993715275332,387.3139497412338,adiabatic_expand
216,2.184265186329526,215.84785059538822,471.4689455995633,0.6931471805599347,347.1993715275332,389.7997775167833,adiabatic_expand
217,2.1957817604751226,213.96433061082595,469.8189745475206,0.6931471805599347,347.1993715275332,392.2639135947759,adiabatic_expand
218,2.2072983346207193,212.1069710133814,468.18336387928196,0.693147180559933,347.1993715275332,394.7066592532495,adiabatic_expand
219,2.218814908766316,210.275274794302,466.56191465853124,0.6931471805599347,347.1993715275332,397.12831004640384,adiabatic_expand
220,2.2303314829119127,208.46875690051195,464.9544317187219,0.6931471805599347,347.1993715275332,399.529155942289,adiabatic_expand
221,2.2418480570575094,206.6869438871789,463.3607235726265,0.6931471805599347,347.1993715275332,401.9094814564925,adiabatic_expand
222,2.253364631203106,204.92937358209778,461.78060232450736,0.6931471805599347,347.1993715275332,404.26956578196143,adiabatic_expand
223,2.264881205348703,203.19559476143294,460.2138835848208,0.693147180559933,347.1993715275332,406.6096829150901,adiabatic_expand
224,2.2763977794942996,201.48516683637743,458.6603863873681,0.693147180559933,347.1993715275332,408.9301017781992,adiabatic_expand
225,2.2879143536398963,199.79765955031021,457.11993310881206,0.693147180559933,347.1993715275332,411.23108633852706,adiabatic_expand
226,2.299430927785493,198.13265268604775,455.5923493904796,0.6931471805599347,347.1993715275332,413.51289572384974,adiabatic_expand
227,2.3109475019310897,196.48973578280555,454.0774640623743,0.6931471805599347,347.1993715275332,415.77578433484115,adiabatic_expand
228,2.3224640760766864,194.8685078625012,452.5751090693263,0.6931471805599347,347.1993715275332,418.0200019542815,adiabatic_expand
229,2.333980650222283,193.2685771650454,451.08511939920817,0.693147180559933,347.1993715275332,420.24579385321675,adiabatic_expand
230,2.3454972243678798,191.68956089228445,449.6073330131509,0.693147180559933,347.1993715275332,422.45340089416965,adiabatic_expand
231,2.3570137985134765,190.13108496026905,448.1415907776923,0.6931471805599347,347.1993715275332,424.64305963149735,adiabatic_expand
232,2.368530372659073,188.59278375954085,446.6877363987973,0.6931471805599347,347.1993715275332,426.8150024089886,adiabatic_expand
233,2.38004694680467,187.07429992313934,445.24561635768885,0.6931471805599347,347.1993715275332,428.9694574547891,adiabatic_expand
234,2.3915635209502666,185.5752841020441,443.8150798484306,0.6931471805599347,347.1993715275332,431.1066489737405,adiabatic_expand
235,2.4030800950958633,184.09539474778057,442.395978717207,0.693147180559933,347.1993715275332,433.22679723721626,adiabatic_expand
236,2.41459666924146,182.63429790192677,440.9881674032449,0.693147180559933,347.1993715275332,435.33011867053284,adiabatic_expand
237,2.4261132433870567,181.1916669922711,439.59150288132633,0.6931471805599347,347.1993715275332,437.41682593801363,adiabatic_expand
238,2.4376298175326534,179.7671826353801,438.20584460584075,0.6931471805599347,347.1993715275332,439.48712802577904,adiabatic_expand
239,2.44914639167825,178.36053244534585,436.83105445633026,0.693147180559933,347.1993715275332,441.541230322334,adiabatic_expand
240,2.460662965823847,176.97141084849136,435.4669966844792,0.6931471805599347,347.1993715275332,443.5793346970215,adiabatic_expand
241,2.4721795399694435,175.59951890382155,434.11353786250515,0.693147180559933,347.1993715275332,445.6016395764085,adiabatic_expand
242,2.48369611411504,174.244564129016,432.77054683290595,0.693147180559933,347.1993715275332,447.60834001866755,adiabatic_expand
243,2.495212688260637,172.90626033176744,431.43789465952295,0.6931471805599347,347.1993715275332,449.59962778601624,adiabatic_expand
244,2.5067292624062336,171.58432744627845,430.1154545798792,0.6931471805599347,347.1993715275332,451.5756914152737,adiabatic_expand
245,2.5182458365518303,170.278491374735,428.8031019587532,0.6931471805599347,347.1993715275332,453.53671628659123,adiabatic_expand
246,2.529762410697427,168.98848383358438,427.50071424295163,0.6931471805599347,347.1993715275332,455.4828846904127,adiabatic_expand
247,2.5412789848430237,167.71404220444987,426.2081709172444,0.6931471805599347,347.1993715275332,457.414375892718,adiabatic_expand
248,2.5527955589886204,166.4549093895228,424.92535346142705,0.693147180559933,347.1993715275332,459.3313661986011,adiabatic_expand
249,2.564312133134217,165.21083367127773,423.6521453084765,0.6931471805599347,347.1993715275332,461.2340290142322,adiabatic_expand
250,2.575828707279814,163.9815685763625,422.38843180376796,0.6931471805599347,347.1993715275332,463.12253490725317,adiabatic_expand
251,2.5873452814254105,162.7668727435217,421.1341001653211,0.6931471805599347,347.1993715275332,464.9970516656509,adiabatic_expand
252,2.5988618555710072,161.5665097954158,419.8890394450456,0.6931471805599347,347.1993715275332,466.8577443551551,adiabatic_expand
253,2.610378429716604,160.3802482142051,418.6531404909559,0.693147180559933,347.1993715275332,468.7047753752032,adiabatic_expand
254,2.6218950038622006,159.20786122077138,417.4262959103271,0.6931471805599347,347.1993715275332,470.5383045135141,adiabatic_expand
